product_id,sku_id,image_product,price,quantity_stock,sku_name
27307100,865,https://bizweb.dktcdn.net/100/438/408/products/akn5040-cam-4-1c797839-d544-45ec-9c47-d5bcfd0bfa70.jpg?v=1681354792093,499000,100,akn5040-cam
27307100,878,https://bizweb.dktcdn.net/100/438/408/products/akn5040-hog-atn5100-tra-4.jpg?v=1688723409850,499000,100,akn5040-hog
27307100,893,https://bizweb.dktcdn.net/100/438/408/products/akn5040-xat-5-b38dc45c-8578-4373-9b65-8a4778adccb2.jpg?v=1681354818883,499000,100,akn5040-xat
27307100,878,https://bizweb.dktcdn.net/100/438/408/products/akn5040-vag-5.jpg?v=1681354798630,499000,100,akn5040-vag
27307100,871,https://bizweb.dktcdn.net/100/438/408/products/akn5040-den-4.jpg?v=1681354803397,499000,100,akn5040-den
27307100,897,https://bizweb.dktcdn.net/100/438/408/products/akn5040-tit-4-27a50328-b14d-4c53-b00b-92e45cb3fa9a.jpg?v=1681354808747,499000,100,akn5040-tit
27307100,900,https://bizweb.dktcdn.net/100/438/408/products/akn5040-xth-5.jpg?v=1681354824457,499000,100,akn5040-xth
27307100,872,https://bizweb.dktcdn.net/100/438/408/products/akn5040-ghi-6.jpg?v=1681354813680,499000,100,akn5040-ghi
product_id,sku_id,image_product,price,quantity_stock,sku_name
27921873,883,https://bizweb.dktcdn.net/100/438/408/products/phn5000-hod-3.jpg?v=1673079457990,599000,100,phn5000-hod
27921873,905,https://bizweb.dktcdn.net/100/438/408/products/phn5000-tit-6-e6ad4b46-9fc9-4b1c-96cb-e4eb7a48c5a1.jpg?v=1673079457990,599000,100,phn5000-tit
27921873,879,https://bizweb.dktcdn.net/100/438/408/products/phn5000-den-5.jpg?v=1673079457990,599000,100,phn5000-den
27921873,886,https://bizweb.dktcdn.net/100/438/408/products/phn5000-hog-4.jpg?v=1673079457990,599000,100,phn5000-hog
27921873,868,https://bizweb.dktcdn.net/100/438/408/products/phn5000-bee-5.jpg?v=1673079457990,599000,100,phn5000-bee
27921873,898,https://bizweb.dktcdn.net/100/438/408/products/phn5000-tim-3.jpg?v=1673079457990,599000,100,phn5000-tim
27921873,886,https://bizweb.dktcdn.net/100/438/408/products/phn5000-vag-8.jpg?v=1673079457990,599000,100,phn5000-vag
27921873,901,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xat-4.jpg?v=1673079457990,599000,100,phn5000-xat
27921873,879,https://bizweb.dktcdn.net/100/438/408/products/phn5000-dod-4.jpg?v=1673079457990,599000,100,phn5000-dod
27921873,867,https://bizweb.dktcdn.net/100/438/408/products/phn5000-bha-3.jpg?v=1673079457990,599000,100,phn5000-bha
27921873,883,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xab-3.jpg?v=1673079457990,599000,100,phn5000-xab
27921873,873,https://bizweb.dktcdn.net/100/438/408/products/phn5000-cam-3.jpg?v=1673079457990,599000,100,phn5000-cam
27921873,883,https://bizweb.dktcdn.net/100/438/408/products/phn5000-cdt-3.jpg?v=1673079457990,599000,100,phn5000-cdt
27921873,892,https://bizweb.dktcdn.net/100/438/408/products/phn5000-nau-4.jpg?v=1673079457990,599000,100,phn5000-nau
27921873,905,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xcv-4.jpg?v=1673079457990,599000,100,phn5000-xcv
27921873,837,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xd1-3.jpg?v=1673079457990,599000,100,phn5000-xd1
27921873,885,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xda-4.jpg?v=1673079457990,599000,100,phn5000-xda
27921873,905,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xdu-3.jpg?v=1673079457990,599000,100,phn5000-xdu
27921873,901,https://bizweb.dktcdn.net/100/438/408/products/phn5000-xng-2.jpg?v=1673079457990,599000,100,phn5000-xng
27921873,901,https://bizweb.dktcdn.net/100/438/408/products/phn5000-tra-2-052430b6-e336-4156-8484-60a91537dab9.jpg?v=1673079457990,599000,100,phn5000-tcv
product_id,sku_id,image_product,price,quantity_stock,sku_name
23371806,866,https://bizweb.dktcdn.net/100/438/408/products/ao-khoac-nu-akn4024-cam-6.jpg?v=1690337555127,399000,100,akn4024-cam
23371806,885,https://bizweb.dktcdn.net/100/438/408/products/akn4024-nau-5.jpg?v=1690337555127,399000,100,akn4024-nau
23371806,898,https://bizweb.dktcdn.net/100/438/408/products/akn4024-tit-6.jpg?v=1690337555127,399000,100,akn4024-tit
23371806,872,https://bizweb.dktcdn.net/100/438/408/products/akn4024-den-6.jpg?v=1690337555127,399000,100,akn4024-den
23371806,879,https://bizweb.dktcdn.net/100/438/408/products/akn4024-hog-1.jpg?v=1690337555127,399000,100,akn4024-hog
23371806,860,https://bizweb.dktcdn.net/100/438/408/products/akn4024-bha-5.jpg?v=1690337555127,399000,100,akn4024-bha
23371806,890,https://bizweb.dktcdn.net/100/438/408/products/akn4024-xdm-5.jpg?v=1690337555127,399000,100,akn4024-xdm
23371806,882,https://bizweb.dktcdn.net/100/438/408/products/akn4024-xah-5.jpg?v=1690337555127,399000,100,akn4024-xah
product_id,sku_id,image_product,price,quantity_stock,sku_name
32502418,900,https://bizweb.dktcdn.net/100/438/408/products/akn6012-xth-5.jpg?v=1697426534613,499000,100,akn6012-xth
